,Company ID,Address,Country
83,GC0010128,"Nişantepe Mah., 29 Ekim Cad., Kapı:3A, D:1, Çekmeköy 34794 İstanbul",Turkey
84,GC0032592,"Ahi Evran Cad., Ata Center İş Merkezi, No:9, C-D, Maslak, Sarıyer 34398 İstanbul",Turkey
85,GC0032592,"Göztepe Mah. İstoç 1. Cad. Tem Plaza Sit. No:6/A, Bağcılar 34219 İstanbul",Turkey
86,GC0068434,İOSB Deparko Depo ve Ardiyeci. İşy. San. St. Deparko Sk. N. 17 Başakşehir 34490 İstanbul,Turkey
87,GC0023885,Maslak Atatürk Oto San. Sitesi 2. Kısım Yol Sok. No:13 Maslak / Şişli 34398 İstanbul,Turkey
88,GC00102829,Umurbey Mahallesi Şehitler Caddesi No:149 Konak 35230 İzmir,Turkey
89,GC00101623,Kemalpaşa  Mahallesi  6108/1 Sokak 32/1 35060 İzmir,Turkey
90,GC0001508,"Aydın yolu 15. Km, Akçay cad. 698.sok. No:2, Gaziemir 35 410 İzmir",Turkey
91,GC0001508,Kazım Dirik Mahallesi 3. Sanayi Sitesi 408. Sokak No:6 Bornova 35 100 İzmir,Turkey
92,GC0050367,Kazımdirik Mahallesi 296. Sokak 13/A Bornova 35100 İzmir,Turkey
93,GC00100411,"Refik Şevket İnce Mahallesi, 2148/10 Sokak No: 8/O Bayraklı 35540 İzmir",Turkey
94,GC0011261,Köprü Başı Mah. İpek yolu üzeri No:31 Başverimli Beldesi/Silopi 73400 Şırnak,Turkey
0,GC0011634,"4 Binh Duong Boulevard, Binh Hoa Ward, Thuan An District, Binh Duong Province 590000 Binh Buong",Vietnam
1,GC0002890,113 Nguyen Huu Tho Street  550000 Da Nang,Vietnam
2,GC0002890,11 Pham Hung 100000 Ha Noi,Vietnam
3,GC0011232,46 Lang Ha Street 100000 Ha Noi,Vietnam
4,GC0011232,256 Kim Giang 100000 Ha Noi,Vietnam
5,GC0011634,2 Ngo Quyen Street 100000 Ha Noi,Vietnam
6,GC0011634,"Dai Tu - Ha Noi Industrial Zone, 386 Nguyen Van Linh 100000 Ha Noi",Vietnam
7,GC0002890,12 Ha Noi Street 180000 Hai Phong,Vietnam
8,GC0011232,333 Dien Bien Phu Street 700000 Ho Chi Minh,Vietnam
9,GC0011232,2008 Vo Van Kiet Boulevard 700000 Ho Chi Minh,Vietnam
10,GC0011634,02 Truong Chinh Street 700000 Ho Chi Minh,Vietnam
11,GC0011634,"811-813, Lot H8-2, Nguyen Van Linh Street 700000 Ho Chi Minh",Vietnam
12,GC0011634,"Lot DVTM-2 & DVTM-3, Street No 7 700000 Ho Chi Minh",Vietnam
13,GC0011634,No. 1267 23/10 Street 650000 Nha Trang,Vietnam
14,GC0043911,03 Mai Hac De Street 460000 Vinh,Vietnam
